39,67,54,26,53
55,66,31,53,42
23,12,7,95,66
64,41,18,27,63
48,28,9,25,29
15,72,46,93,43
78,28,1,7,2
10,90,92,30,98
29,83,64,59,17
24,39,0,20,11
53,50,3,64,37
9,69,21,80,20
41,83,45,50,49
10,61,13,65,34
11,57,1,80,95
78,33,73,23,92
29,46,35,60,5
60,71,78,11,74
96,88,44,52,27
43,72,44,84,42
69,2,5,92,55
76,67,5,50,94
43,44,9,28,42
66,44,59,65,98
11,12,24,92,30
93,81,84,51,70
19,32,86,97,67
27,25,96,20,54
80,34,49,11,70
49,38,22,30,67
77,55,23,40,18
40,56,54,42,13
27,40,76,31,100
4,40,35,69,17
67,52,46,9,3
43,66,64,40,56
45,95,92,30,88
61,72,16,31,67
6,40,72,11,19
32,83,58,59,37
77,13,43,28,46
70,6,88,16,98
13,8,39,0,16
13,16,18,28,86
9,32,63,55,64
1,30,62,87,38
42,1,33,4,19
66,54,80,90,43
72,10,100,13,48
53,15,98,83,12
11,63,13,80,59
63,86,23,92,23
13,97,2,14,38
13,57,61,50,58
10,100,11,40,25
14,55,41,17,29
17,52,88,58,62
20,33,55,61,27
32,43,37,21,82
32,49,21,52,98
22,7,44,99,73
25,89,96,49,34
89,6,12,69,58
70,44,47,41,11
56,83,86,3,91
18,39,4,29,88
21,61,69,80,82
8,82,98,35,26
91,89,28,8,59
71,93,13,51,2
56,19,69,37,43
31,26,91,74,31
17,90,61,52,16
62,59,90,80,18
99,50,19,82,42
17,61,75,19,9
26,82,35,12,60
40,53,42,82,47
7,20,16,64,70
68,45,82,2,70
40,43,62,90,64
98,97,74,52,3
40,62,81,54,7
62,70,7,61,32
15,72,95,76,53
38,35,50,86,65
16,52,76,38,41
76,56,74,8,82
87,16,83,73,72
35,56,16,33,97
69,69,46,84,53
29,43,62,37,33
53,84,93,83,11
83,73,84,18,61
60,36,90,13,78
34,45,58,88,42
30,39,58,4,9
45,78,85,69,27
42,73,3,73,15
36,43,89,44,28
56,69,41,38,44
74,95,4,98,53
42,78,75,40,46
43,71,15,44,88
12,11,14,16,52
2,39,61,33,94
29,59,25,31,64
32,46,32,89,96
65,5,40,25,24
96,23,41,31,68
94,83,39,41,29
46,2,61,71,67
24,86,17,14,70
76,8,19,87,7
76,67,9,8,25
74,50,32,46,22
74,22,77,3,67
11,57,23,75,84
68,12,74,70,34
46,67,69,21,78
21,60,82,68,68
10,6,83,56,1
82,6,29,85,60
18,15,31,56,39
16,2,52,90,92
67,44,33,42,0
89,83,83,36,46
52,62,81,49,42
70,52,56,26,46
15,86,26,93,77
95,10,68,47,32
54,91,23,25,78
68,11,46,43,47
4,52,38,70,4
81,14,54,40,18
75,56,99,18,72
12,0,76,86,47
53,77,98,58,15
33,85,23,37,34
55,92,53,22,61
40,99,5,22,19
42,51,76,52,74
18,27,60,43,24
26,10,86,74,92
2,51,99,7,27
92,59,93,85,77
65,76,41,68,19
93,8,0,14,29
16,66,54,86,9
92,52,21,20,58
79,17,22,61,68
58,94,33,54,55
44,59,10,16,43
26,44,75,1,64
75,94,75,77,65
23,66,54,76,68
6,45,34,42,64
77,84,83,6,95
67,53,55,59,21
72,55,96,17,71
64,68,89,73,24
42,37,36,53,12
39,24,55,25,61
82,58,35,92,45
32,87,62,76,46
81,41,80,89,66
79,11,75,7,77
85,44,13,18,35
51,30,82,74,66
64,40,3,70,42
95,83,41,78,84
44,40,73,50,83
6,39,78,43,26
87,36,37,61,61
